day_of_year,Name,Median occupancy rate,Max occupancy rate,Min occupancy rate,Median beds open,Max beds open,Min beds open,Median beds occupied,Max beds occupied,Min beds occupied,Median critical care beds occupancy rate,Max critical care beds occupancy rate,Min critical care beds occupancy rate,Median no. beds occupied by long-stay patients (> 7 days),Max no. beds occupied by long-stay patients (> 7 days),Min no. beds occupied by long-stay patients (> 7 days),Median no. beds occupied by long-stay patients (> 21 days),Max no. beds occupied by long-stay patients (> 21 days),Min no. beds occupied by long-stay patients (> 21 days)
2021-12-19,Luton and Dunstable University Hospital NHS Foundation Trust,0,0,0,642.5,647,638,589,630,548,0.6666666666666667,0.7222222222222222,0.6111111111111112,251,256,246,83.5,96,71
2021-12-19,Luton And Dunstable University Hospital NHS Foundation Trust,0.4664371772805508,0.9328743545611016,0,618.5,656,581,585.5,629,542,0.6944444444444444,0.7222222222222222,0.6666666666666666,NA,NA,NA,NA,NA,NA
2021-12-19,Maidstone and Tunbridge Wells NHS Trust,0,0,0,709.5,710,709,664.5,665,664,0.78125,0.8125,0.75,312.5,314,311,123.5,127,120
2021-12-19,Maidstone And Tunbridge Wells NHS Trust,0.4837662337662338,0.9675324675324676,0,772,774,770,731,745,717,0.75,0.75,0.75,NA,NA,NA,NA,NA,NA
2021-12-19,Manchester University NHS Foundation Trust,0,0,0,2013,2014,1957,1824,1870,1813,0.8425925925925926,0.90625,0.8095238095238095,990,1011,982,475,497,447
2021-12-19,Medway NHS Foundation Trust,0,0.87248322147651,0,471,596,460,462.5,520,448,0.9655172413793104,1,0.8620689655172413,NA,NA,NA,NA,NA,NA
2021-12-19,Mid Cheshire Hospitals NHS Foundation Trust,0,0.946611909650924,0,500.5,528,466,482.5,504,446,0.9090909090909091,1,0.8181818181818182,NA,NA,NA,NA,NA,NA
2021-12-19,Mid Essex Hospital Services NHS Trust,0,0.9652014652014652,0,529.5,546,520,521.5,530,496,0.7409523809523809,1,0.6818181818181818,NA,NA,NA,NA,NA,NA
2021-12-19,Mid Yorkshire Hospitals NHS Trust,0,0.9627085377821394,0,1004.5,1030,982,971.5,989,961,0.595,0.7,0.3,NA,NA,NA,NA,NA,NA
2021-12-19,Milton Keynes Hospital NHS Foundation Trust,0.967391304347826,0.967391304347826,0.967391304347826,460,460,460,445,445,445,1,1,1,NA,NA,NA,NA,NA,NA
2021-12-19,Milton Keynes University Hospital NHS Foundation Trust,0,1,0,494,495,494,480,494,468,0.8888888888888888,0.8888888888888888,0.5555555555555556,210,231,188,92,100,85
2021-12-19,Moorfields Eye Hospital NHS Foundation Trust,0.5833333333333334,0.5833333333333334,0.5833333333333334,12,12,12,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-12-19,Norfolk and Norwich University Hospitals NHS Foundation Trust,0,0,0,891.5,904,879,831,872,790,0.77564102564102555,0.8846153846153846,0.6666666666666666,334,359,309,104,110,98
2021-12-19,Norfolk And Norwich University Hospitals NHS Foundation Trust,0.5,1,0,934,979,889,908.5,979,838,0.5,1,0,NA,NA,NA,NA,NA,NA
2021-12-19,North Bristol NHS Trust,0,0.9502262443438914,0,880.5,919,874,849,910,836,0.9065217391304348,0.95,0.7608695652173914,NA,NA,NA,NA,NA,NA
2021-12-19,North Cumbria Integrated Care NHS Foundation Trust,0,0,0,583,583,583,555,555,555,0.8,0.8,0.8,286,286,286,121,121,121
2021-12-19,North Cumbria University Hospitals NHS Trust,0,0.9526411657559198,0,536,549,535,514,523,506,0.6666666666666666,0.8,0.6666666666666666,NA,NA,NA,NA,NA,NA
2021-12-19,North Middlesex University Hospital NHS Trust,0.5,1,0,463,472,457,452.5,472,443,0.95,1,0.7,NA,NA,NA,NA,NA,NA
2021-12-19,North Tees and Hartlepool NHS Foundation Trust,0,0,0,562.5,568,557,509,529,489,0.59375,0.75,0.4375,223.5,240,207,56,59,53
2021-12-19,North Tees And Hartlepool NHS Foundation Trust,0.4690189328743546,0.9380378657487092,0,588,595,581,558,571,545,0.84375,0.9375,0.75,NA,NA,NA,NA,NA,NA
2021-12-19,North West Anglia NHS Foundation Trust,0,0,0,827,898,769,772,854,743,0.7727272727272727,0.9090909090909091,0.7727272727272727,342,381,306,102,125,97
2021-12-19,Northampton General Hospital NHS Trust,0,0.9970193740685543,0,686,701,665,682.5,699,664,0.84375,0.9375,0.625,NA,NA,NA,NA,NA,NA
2021-12-19,Northern Devon Healthcare NHS Trust,0,0.8669354838709677,0,255,267,248,233,247,215,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-12-19,Northern Lincolnshire and Goole NHS Foundation Trust,0,0,0,694,713,675,661,682,640,0.8571428571428572,1,0.7142857142857143,277,285,269,78,91,65
2021-12-19,Northern Lincolnshire And Goole NHS Foundation Trust,0.48043184885290147,0.9608636977058029,0,734,741,727,697.5,712,683,9.976190476190476,19,0.9523809523809523,NA,NA,NA,NA,NA,NA
2021-12-19,Northumbria Healthcare NHS Foundation Trust,0,0.9465138490926457,0,891.5,1047,882,789,991,726,0.844047619047619,0.8888888888888888,0.6666666666666666,NA,NA,NA,NA,NA,NA
2021-12-19,Nottingham University Hospitals NHS Trust,0,0.9650872817955112,0,1578,1604,1511,1476,1548,1423,0.9630268199233716,0.9827586206896551,0.8103448275862069,NA,NA,NA,NA,NA,NA
2021-12-19,Oxford University Hospitals NHS Foundation Trust,0,0,0,945,1039,941,916,1014,915,0.7714285714285715,0.803030303030303,0.765625,428,632,397,167,284,150
2021-12-19,Oxford University Hospitals NHS Trust,NA,NA,NA,NA,-Inf,Inf,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-12-19,Papworth Hospital NHS Foundation Trust,0.8036529680365296,0.8036529680365296,0.8036529680365296,219,219,219,176,176,176,0.7948717948717948,0.7948717948717948,0.7948717948717948,NA,NA,NA,NA,NA,NA
2021-12-19,Pennine Acute Hospitals NHS Trust,0,0.9491869918699187,0,1087,1106,984,989.5,1022,934,0.9300476947535772,0.9705882352941176,0.9166666666666666,NA,NA,NA,NA,NA,NA
2021-12-19,Peterborough And Stamford Hospitals NHS Foundation Trust,0.9553571428571429,0.9553571428571429,0.9553571428571429,560,560,560,535,535,535,0.6153846153846154,0.6153846153846154,0.6153846153846154,NA,NA,NA,NA,NA,NA
2021-12-19,Plymouth Hospitals NHS Trust,0.488953488372093,0.977906976744186,0,842,860,824,820,841,799,0.7857142857142857,0.8571428571428571,0.7142857142857143,NA,NA,NA,NA,NA,NA
2021-12-19,Poole Hospital NHS Foundation Trust,0,0.983739837398374,0,494,510,488,485,494,452,0.9545454545454546,1,0.8181818181818182,NA,NA,NA,NA,NA,NA
2021-12-19,Portsmouth Hospitals NHS Trust,0,0.9650145772594753,0,1031.5,1055,1004,987.5,1015,974,0.9210526315789473,1,0.8823529411764706,NA,NA,NA,NA,NA,NA
2021-12-19,Queen Victoria Hospital NHS Foundation Trust,0.4696969696969697,0.4696969696969697,0.4696969696969697,66,66,66,31,31,31,0.6666666666666666,0.6666666666666666,0.6666666666666666,NA,NA,NA,NA,NA,NA
2021-12-19,Royal Berkshire NHS Foundation Trust,0,0.9843505477308294,0,634.5,640,626,618.5,629,545,0.8928571428571428,1,0.8571428571428571,NA,NA,NA,NA,NA,NA
2021-12-19,Royal Brompton & Harefield NHS Foundation Trust,0.9148351648351648,0.9148351648351648,0.9148351648351648,364,364,364,333,333,333,0.6091954022988506,0.6091954022988506,0.6091954022988506,NA,NA,NA,NA,NA,NA
2021-12-19,Royal Cornwall Hospitals NHS Trust,0,0.9130434782608695,0,642,650,637,558,588,541,0.7,0.8,0.6666666666666666,NA,NA,NA,NA,NA,NA
2021-12-19,Royal Devon and Exeter NHS Foundation Trust,0,0,0,717,787,647,658.5,732,585,0.88,0.96,0.8,277,300,254,74,87,61
2021-12-19,Royal Devon And Exeter NHS Foundation Trust,0.4264516129032258,0.8529032258064516,0,716.5,775,658,635,661,609,0.76,0.84,0.68,NA,NA,NA,NA,NA,NA
2021-12-19,Royal Free London NHS Foundation Trust,0,0.9898534385569335,0,852,887,829,841.5,878,821,0.9488543371522096,1,0.8596491228070176,NA,NA,NA,NA,NA,NA
2021-12-19,Royal Liverpool and Broadgreen University Hospitals NHS Trust,0,0,0,810,810,810,775,775,775,0.7837837837837838,0.7837837837837838,0.7837837837837838,420,420,420,199,199,199
2021-12-19,Royal Liverpool And Broadgreen University Hospitals NHS Trust,NA,NA,NA,836,836,836,814,814,814,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-12-19,Royal National Orthopaedic Hospital NHS Trust,0.6815642458100558,0.6815642458100558,0.6815642458100558,179,179,179,122,122,122,0.7,0.7,0.7,NA,NA,NA,NA,NA,NA
2021-12-19,Royal Surrey County Hospital NHS Foundation Trust,0,0.9565217391304348,0,414,462,398,398,458,364,0.9523809523809523,1,0.95,NA,NA,NA,NA,NA,NA
2021-12-19,Royal United Hospital Bath NHS Foundation Trust,0.9225908372827805,0.9225908372827805,0.9225908372827805,633,633,633,584,584,584,0.6923076923076923,0.6923076923076923,0.6923076923076923,NA,NA,NA,NA,NA,NA
2021-12-19,Royal United Hospitals Bath NHS Foundation Trust,0,0,0,619,624,611,567,600,559,0.6923076923076923,0.8461538461538461,0.5384615384615384,249,316,222,80,119,75
2021-12-19,Salford Royal NHS Foundation Trust,0,0.9421720733427362,0,774.5,798,709,725.5,760,668,0.9181286549707601,1,0.8,NA,NA,NA,NA,NA,NA
2021-12-19,Salisbury NHS Foundation Trust,NA,NA,NA,402,412,395,387,398,373,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-12-19,Sandwell and West Birmingham Hospitals NHS Trust,0,0,0,605,613,597,576.5,609,544,0.949874686716792,0.9523809523809523,0.9473684210526315,305,391,219,79,92,66
2021-12-19,Sandwell And West Birmingham Hospitals NHS Trust,0.4230769230769231,0.8461538461538461,0,640.5,689,592,574,583,565,0.8284313725490196,0.8333333333333334,0.8235294117647058,NA,NA,NA,NA,NA,NA
2021-12-19,Sheffield Children's NHS Foundation Trust,0,0.8322147651006712,0,146.5,149,143,104.5,124,101,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-12-19,Sheffield Teaching Hospitals NHS Foundation Trust,0,0.9548472775564409,0,1452,1539,1383,1397.5,1480,1307,0.7487864077669903,0.8220338983050848,0.7184466019417476,NA,NA,NA,NA,NA,NA
2021-12-19,Sherwood Forest Hospitals NHS Foundation Trust,0,0.9488817891373802,0,623,638,596,588.5,601,531,0.9090909090909092,1,0.7272727272727273,NA,NA,NA,NA,NA,NA
2021-12-19,Shrewsbury and Telford Hospital NHS Trust,0,0,0,700,702,698,646,655,637,0.772875816993464,0.8235294117647058,0.7222222222222222,255,260,250,56,61,51
2021-12-19,Shrewsbury And Telford Hospital NHS Trust,0.47530864197530864,0.9506172839506173,0,708,729,687,669.5,693,646,0.8677884615384616,0.9230769230769231,0.8125,NA,NA,NA,NA,NA,NA
2021-12-19,South Devon Healthcare NHS Foundation Trust,0.9299065420560748,0.9299065420560748,0.9299065420560748,428,428,428,398,398,398,0.875,0.875,0.875,NA,NA,NA,NA,NA,NA
2021-12-19,South Tees Hospitals NHS Foundation Trust,0,0.9321394910461829,0,861,1061,842,791.5,989,780,0.8961538461538462,0.9090909090909091,0.8571428571428571,NA,NA,NA,NA,NA,NA
2021-12-19,South Tyneside and Sunderland NHS Foundation Trust,0,0,0,1072,1072,1072,973,973,973,0.5833333333333334,0.5833333333333334,0.5833333333333334,423,423,423,167,167,167
2021-12-19,South Tyneside NHS Foundation Trust,0,1,0,304,321,294,294,321,265,0.8333333333333334,1,0.6666666666666666,NA,NA,NA,NA,NA,NA
2021-12-19,South Warwickshire NHS Foundation Trust,0,0.9380530973451328,0,459.5,473,452,441,460,421,0.6428571428571428,0.8571428571428571,0.2857142857142857,NA,NA,NA,NA,NA,NA
2021-12-19,Southend University Hospital NHS Foundation Trust,0,0.9370503597122302,0,539.5,556,530,523,531,502,0.9388111888111889,0.9583333333333334,0.8888888888888888,NA,NA,NA,NA,NA,NA
2021-12-19,Southport and Ormskirk Hospital NHS Trust,0,0,0,408.5,430,387,400,417,383,0.9090909090909092,1,0.8181818181818182,179.5,189,170,57.5,59,56
2021-12-19,Southport And Ormskirk Hospital NHS Trust,0.4722921914357683,0.9445843828715366,0,400,403,397,379,383,375,0.9166666666666667,1,0.8333333333333334,NA,NA,NA,NA,NA,NA
2021-12-19,St George's Healthcare NHS Trust,0.9383561643835616,0.9383561643835616,0.9383561643835616,876,876,876,822,822,822,0.8571428571428571,0.8571428571428571,0.8571428571428571,NA,NA,NA,NA,NA,NA
2021-12-19,St George's University Hospitals NHS Foundation Trust,0,0,0,844,853,825,795,831,782,0.95,1,0.8333333333333334,290,315,243,106,126,93
2021-12-19,St Helens and Knowsley Hospital Services NHS Trust,0,0,0,679,679,679,644,644,644,0.9230769230769231,0.9230769230769231,0.9230769230769231,305,305,305,104,104,104
2021-12-19,St Helens And Knowsley Hospital Services NHS Trust,0,0,0,668,668,668,651,651,651,0.9166666666666666,0.9166666666666666,0.9166666666666666,359,359,359,149,149,149
2021-12-19,St Helens And Knowsley Hospitals NHS Trust,0.9379615952732644,0.9379615952732644,0.9379615952732644,677,677,677,635,635,635,0.9285714285714286,0.9285714285714286,0.9285714285714286,NA,NA,NA,NA,NA,NA
2021-12-19,St Helens and Knowsley Teaching Hospitals NHS Trust,0,0,0,698,698,698,686,686,686,0.9,0.9,0.9,344,344,344,128,128,128
2021-12-19,Stockport NHS Foundation Trust,0,0.9279038718291055,0,690,749,630,648.5,695,594,0.9615384615384616,1,0.7692307692307693,NA,NA,NA,NA,NA,NA
2021-12-19,Surrey and Sussex Healthcare NHS Trust,0,0,0,637,666,608,618.5,652,585,0.875,0.9375,0.8125,335.5,352,319,120.5,125,116
2021-12-19,Surrey And Sussex Healthcare NHS Trust,0.49435483870967745,0.9887096774193549,0,623,626,620,609,613,605,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-12-19,Tameside and Glossop Integrated Care NHS Foundation Trust,0,0,0,427,438,416,412,429,395,0.6111111111111112,0.7777777777777778,0.4444444444444444,169.5,171,168,61,61,61
2021-12-19,Tameside And Glossop Integrated Care NHS Foundation Trust,0,0,0,431,431,431,424,424,424,0.8888888888888888,0.8888888888888888,0.8888888888888888,222,222,222,82,82,82
2021-12-19,Tameside Hospital NHS Foundation Trust,0.9829787234042553,0.9829787234042553,0.9829787234042553,470,470,470,462,462,462,0.8888888888888888,0.8888888888888888,0.8888888888888888,NA,NA,NA,NA,NA,NA
2021-12-19,Taunton and Somerset NHS Foundation Trust,0,0,0,586.5,593,580,547,550,544,0.6547619047619048,0.6666666666666666,0.6428571428571429,236,246,226,67.5,70,65
2021-12-19,Taunton And Somerset NHS Foundation Trust,0.450354609929078,0.900709219858156,0,572.5,581,564,530,552,508,0.5416666666666666,0.75,0.3333333333333333,NA,NA,NA,NA,NA,NA
2021-12-19,The Christie NHS Foundation Trust,0.88268156424581,0.88268156424581,0.88268156424581,179,179,179,158,158,158,0.875,0.875,0.875,NA,NA,NA,NA,NA,NA
2021-12-19,The Dudley Group NHS Foundation Trust,0,0.9017735334242838,0,657.5,733,651,605.5,661,599,0.98,1,0.7142857142857143,NA,NA,NA,NA,NA,NA
2021-12-19,The Hillingdon Hospitals NHS Foundation Trust,0.4890710382513661,1,0,409.5,449,366,404.5,449,358,0.8888888888888888,1,0.6666666666666666,NA,NA,NA,NA,NA,NA
2021-12-19,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,0,0.8295042321644498,0,1518,1654,1516,1274.5,1372,1217,0.8023255813953488,0.8372093023255814,0.797752808988764,NA,NA,NA,NA,NA,NA
2021-12-19,The Princess Alexandra Hospital NHS Trust,0,1,0,390.5,398,379,385,391,377,0.9,1,0.8,NA,NA,NA,NA,NA,NA
2021-12-19,"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",0,0.9411764705882353,0,420,438,408,401.5,431,384,0.6153846153846154,0.8461538461538461,0.46153846153846156,NA,NA,NA,NA,NA,NA
2021-12-19,The Robert Jones And Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,0.7784810126582279,0.7784810126582279,0.7784810126582279,158,158,158,123,123,123,0.75,0.75,0.75,NA,NA,NA,NA,NA,NA
2021-12-19,The Rotherham NHS Foundation Trust,0,0.9665871121718377,0,423,429,398,414,426,392,0.8076923076923077,1,0.7142857142857143,NA,NA,NA,NA,NA,NA
2021-12-19,The Royal Bournemouth and Christchurch Hospitals NHS Foundation Trust,0,0,0,585,588,582,532.5,545,520,0.8333333333333333,0.9166666666666666,0.75,250.5,258,243,84.5,88,81
2021-12-19,The Royal Bournemouth And Christchurch Hospitals NHS Foundation Trust,0.4576719576719577,0.9153439153439153,0,564,567,561,504.5,519,490,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA
2021-12-19,The Royal Marsden NHS Foundation Trust,0.7659574468085106,0.7659574468085106,0.7659574468085106,141,141,141,108,108,108,0.8125,0.8125,0.8125,NA,NA,NA,NA,NA,NA
2021-12-19,The Royal Wolverhampton NHS Trust,0,0.868421052631579,0,756.5,761,732,677.5,691,660,0.7142857142857143,0.7857142857142857,0.6071428571428571,NA,NA,NA,NA,NA,NA
2021-12-19,The Walton Centre NHS Foundation Trust,0.9295774647887324,0.9295774647887324,0.9295774647887324,142,142,142,132,132,132,0.75,0.75,0.75,NA,NA,NA,NA,NA,NA
2021-12-19,The Whittington Hospital NHS Trust,0.4934210526315789,0.9868421052631579,0,232.5,237,228,229.5,234,225,0.7666666666666666,0.9333333333333333,0.6,NA,NA,NA,NA,NA,NA
2021-12-19,Torbay and South Devon NHS Foundation Trust,0,0,0,371,378,364,353,365,341,0.65,0.8,0.5,111,117,105,26.5,29,24
2021-12-19,Torbay And South Devon NHS Foundation Trust,0,0,0,393,393,393,362,362,362,0.5,0.5,0.5,112,112,112,15,15,15
2021-12-19,United Lincolnshire Hospitals NHS Trust,0,0.9756592292089249,0,968,986,920,920.5,962,876,0.7620967741935484,0.8709677419354839,0.71875,NA,NA,NA,NA,NA,NA
2021-12-19,University College London Hospitals NHS Foundation Trust,0,0.7727708533077661,0,980,1043,751,792,819,634,0.8679086538461538,0.9672131147540983,0.734375,NA,NA,NA,NA,NA,NA
2021-12-19,University Hospital Of South Manchester NHS Foundation Trust,0.9064261555806088,0.9064261555806088,0.9064261555806088,887,887,887,804,804,804,0.8918918918918919,0.8918918918918919,0.8918918918918919,NA,NA,NA,NA,NA,NA
2021-12-19,University Hospital Southampton NHS Foundation Trust,0,0.9662447257383966,0,1200,1218,1185,1147.5,1183,1092,0.8650793650793651,0.9523809523809523,0.8035714285714286,NA,NA,NA,NA,NA,NA
2021-12-19,University Hospitals Birmingham NHS Foundation Trust,0,0.9961759082217974,0,1717.5,2425,1046,1657.5,2317,1042,0.9358080393765382,1,0.9101123595505618,NA,NA,NA,NA,NA,NA
2021-12-19,University Hospitals Bristol NHS Foundation Trust,0,0.9433051869722557,0,836,843,763,784,800,734,0.9727272727272727,1,0.9272727272727272,NA,NA,NA,NA,NA,NA
2021-12-19,University Hospitals Coventry and Warwickshire NHS Trust,0,0,0,1114,1120,1108,1094.5,1096,1093,0.9864864864864865,1,0.972972972972973,440,510,370,182.5,213,152
2021-12-19,University Hospitals Coventry And Warwickshire NHS Trust,0.4890158172231986,0.9780316344463972,0,1135,1138,1132,1114,1115,1113,0.9594594594594594,0.972972972972973,0.9459459459459459,NA,NA,NA,NA,NA,NA
2021-12-19,University Hospitals of Derby and Burton NHS Foundation Trust,0,0,0,1401,1418,1384,1249.5,1282,1217,0.7818181818181819,0.8181818181818182,0.7454545454545455,510,539,481,164.5,169,160
2021-12-19,University Hospitals of Leicester NHS Trust,0,0,0,1558,1592,1524,1459.5,1536,1383,0.7160493827160493,0.7407407407407407,0.691358024691358,552,586,518,169.5,185,154
2021-12-19,University Hospitals Of Leicester NHS Trust,0.4498792270531401,0.8997584541062802,0,1660.5,1665,1656,1498,1506,1490,0.71875,0.7375,0.7,NA,NA,NA,NA,NA,NA
2021-12-19,University Hospitals of Morecambe Bay NHS Foundation Trust,0,0,0,619,647,591,563.5,591,536,0.8928571428571428,1,0.7857142857142857,260.5,273,248,99,112,86
2021-12-19,University Hospitals Of Morecambe Bay NHS Foundation Trust,0.48565279770444764,0.9713055954088953,0,672.5,697,648,657,677,637,0.7857142857142858,0.9285714285714286,0.6428571428571429,NA,NA,NA,NA,NA,NA
2021-12-19,University Hospitals of North Midlands NHS Trust,0,0,0,1387,1440,1334,1328,1364,1292,0.8701219512195122,0.8902439024390244,0.85,566.5,587,546,191.5,198,185
2021-12-19,University Hospitals Of North Midlands NHS Trust,0.4898724681170293,0.9797449362340586,0,1354.5,1376,1333,1337.5,1369,1306,0.8573848238482384,0.8611111111111112,0.8536585365853658,NA,NA,NA,NA,NA,NA
2021-12-19,University Hospitals Plymouth NHS Trust,0,0,0,834.5,842,827,813,833,793,0.7261904761904763,0.7380952380952381,0.7142857142857143,302,316,288,66.5,71,62
2021-12-19,Walsall Healthcare NHS Trust,0.483739837398374,1,0,494,529,445,486,524,442,0.8846153846153846,1,0.6923076923076923,NA,NA,NA,NA,NA,NA
2021-12-19,Warrington and Halton Hospitals NHS Foundation Trust,0,0,0,516.5,529,504,452.5,465,440,0.8888888888888888,1,0.7777777777777778,252,269,235,91,93,89
2021-12-19,Warrington And Halton Hospitals NHS Foundation Trust,0.42579505300353354,0.8515901060070671,0,557,566,548,478.5,482,475,0.8611111111111112,1,0.7222222222222222,NA,NA,NA,NA,NA,NA
2021-12-19,West Hertfordshire Hospitals NHS Trust,0,0.9140401146131805,0,671.5,698,653,622.5,638,602,0.7850877192982456,0.8421052631578947,0.631578947368421,NA,NA,NA,NA,NA,NA
2021-12-19,West Suffolk NHS Foundation Trust,0,0.9908045977011494,0,434,437,393,420.5,431,378,0.7222222222222222,0.8888888888888888,0.4444444444444444,NA,NA,NA,NA,NA,NA
2021-12-19,Western Sussex Hospitals NHS Foundation Trust,0,0.9743315508021391,0,915,935,891,886,911,818,0.8409090909090909,0.9090909090909091,0.7272727272727273,NA,NA,NA,NA,NA,NA
2021-12-19,Weston Area Health NHS Trust,1,1,0,263.5,274,242,260,274,242,0.8,1,0.6,NA,NA,NA,NA,NA,NA
2021-12-19,Whittington Health NHS Trust,0,0,0,243,265,221,238.5,261,216,1,1,1,93.5,105,82,28.5,29,28
2021-12-19,Wirral University Teaching Hospital NHS Foundation Trust,0,0.9726708074534162,0,801.5,827,791,782,824,780,0.9150326797385621,0.9444444444444444,0.8333333333333334,NA,NA,NA,NA,NA,NA
2021-12-19,Worcestershire Acute Hospitals NHS Trust,0,0.9914651493598862,0,726.5,764,703,722,759,697,0.939799331103679,0.9615384615384616,0.9230769230769231,NA,NA,NA,NA,NA,NA
2021-12-19,"Wrightington, Wigan and Leigh NHS Foundation Trust",0,0,0,442.5,445,440,426.5,440,413,0.7727272727272727,0.8181818181818182,0.7272727272727273,160,164,156,36,39,33
2021-12-19,"Wrightington, Wigan And Leigh NHS Foundation Trust",0.46375266524520253,0.9275053304904051,0,458,469,447,434.5,435,434,0.6818181818181819,0.7272727272727273,0.6363636363636364,NA,NA,NA,NA,NA,NA
2021-12-19,Wye Valley NHS Trust,0,0.9353448275862069,0,240.5,260,232,229,245,209,0.9166666666666667,1,0.8333333333333334,NA,NA,NA,NA,NA,NA
